x1107,x1108,x1109,x1110,x1111,x1112,x1113,x1114,x1115,x1116,x1117,x1118,x1131,x1135,x1138
16,12,17,17,1,21,11,22,22,12,17,17,18,1,11
7,1,8,8,1,8,8,1,1,1,8,8,1,32,8
27,1,1,19,14,19,19,1,1,20,1,19,21,3,19
20,1,21,21,16,21,21,1,1,1,21,1,15,1,21
26,15,26,26,21,26,26,1,1,15,27,21,15,19,26
13,1,14,14,9,14,14,1,1,1,14,14,1,19,14
1,1,26,26,21,26,26,1,1,1,27,1,1,15,26
22,3,23,23,18,2,23,18,1,1,23,23,17,1,23
10,12,21,21,6,21,11,1,18,12,21,21,1,12,21
2,3,1,3,21,26,26,1,1,1,27,26,3,1,26
2,18,3,3,18,3,3,1,1,18,3,3,12,1,3
11,28,12,12,7,12,12,22,1,1,12,12,1,28,12
1,18,3,3,12,17,3,22,22,18,3,3,18,1,3
1,1,5,5,1,5,5,1,1,1,2,5,6,10,5
12,20,13,13,8,8,13,6,6,20,13,13,1,15,13
23,3,24,24,19,24,24,18,19,3,24,24,6,1,24
26,19,26,26,21,26,26,1,1,19,27,1,19,3,26
1,18,19,19,14,19,19,12,12,6,19,19,1,18,19
22,4,23,23,18,23,8,9,1,2,23,23,1,9,23
1,27,14,14,1,14,14,33,1,6,14,14,24,27,14
16,1,17,17,12,17,17,1,1,22,17,1,6,1,17
12,20,13,13,1,13,13,1,1,20,13,13,1,3,13
26,1,26,26,21,26,26,1,1,1,27,1,1,15,26
7,8,8,8,3,8,7,31,31,8,8,8,8,6,8
13,24,14,23,18,14,14,25,1,24,2,14,24,1,14
2,3,18,18,1,18,28,30,30,1,18,3,29,13,18
1,30,4,4,22,4,4,1,30,6,4,4,19,1,4
23,25,1,14,19,24,24,15,1,1,24,14,15,1,24
23,25,14,14,1,14,14,1,1,25,14,1,25,16,14
2,12,3,3,1,23,3,21,18,12,3,3,12,6,3
11,20,12,12,7,12,12,3,3,20,12,12,1,18,12
10,1,11,11,1,11,11,1,1,1,11,1,3,1,11
1,1,1,7,3,7,3,1,1,1,7,7,3,1,7
16,1,17,17,1,17,20,1,1,1,17,1,21,15,17
19,6,20,20,15,20,20,20,20,6,20,1,15,1,20
13,1,3,14,1,14,8,13,13,15,3,1,3,13,14
26,28,29,26,21,26,26,3,18,31,27,1,30,8,26
10,18,11,11,6,14,11,22,1,1,11,1,22,3,11
13,25,14,14,19,14,24,1,1,25,14,14,1,25,14
23,15,24,24,1,28,14,16,16,15,24,24,15,1,24
1,22,17,17,12,17,17,1,12,22,17,1,1,3,17
1,9,26,26,18,26,26,25,1,25,27,1,25,30,26
29,1,29,29,23,12,29,1,1,1,30,29,30,20,1
16,33,17,17,1,17,14,21,1,1,17,1,32,28,17
20,18,21,21,16,21,21,1,3,18,21,21,1,18,21
25,11,25,25,1,25,25,1,5,11,26,25,1,17,25
7,22,8,8,4,8,8,32,1,1,8,8,15,3,8
23,16,14,14,19,14,14,25,1,15,6,1,25,1,14
22,10,23,23,18,23,3,12,1,2,23,1,1,15,23
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
30,9,30,30,1,30,30,1,1,9,31,30,9,1,30
13,1,14,14,9,14,14,1,1,1,14,14,15,6,1
1,18,3,3,12,3,3,1,1,18,3,3,18,24,3
1,12,21,21,1,11,21,18,18,12,21,21,1,12,21
7,28,8,8,21,8,8,1,1,28,8,8,27,3,8
3,1,4,4,2,4,4,1,1,1,4,4,1,6,4
23,15,24,24,19,24,14,1,1,15,24,24,15,1,24
23,24,24,24,1,24,24,1,1,1,24,24,1,15,24
16,21,17,17,15,17,20,3,3,21,17,17,21,1,17
26,1,26,26,21,26,26,1,1,1,27,26,15,1,26
10,1,11,11,6,11,11,1,1,24,11,11,14,1,11
26,1,26,26,21,26,26,1,1,1,27,26,15,3,26
7,28,8,8,4,8,8,24,32,28,8,8,27,1,8
12,20,13,13,1,13,13,10,13,20,13,13,1,6,13
1,1,26,26,21,26,26,1,1,1,27,26,1,3,26
22,18,23,23,1,23,23,3,19,18,23,23,19,15,23
13,24,14,14,18,14,23,25,1,1,14,14,24,1,14
2,15,3,3,14,3,19,6,6,15,3,1,1,20,3
22,23,23,23,15,21,20,9,1,2,23,1,23,1,23
1,15,31,31,25,14,31,21,6,15,32,31,15,1,31
4,1,26,8,1,8,8,9,1,1,27,26,9,22,26
4,6,19,6,1,6,6,10,10,6,19,1,20,1,6
13,16,14,14,15,14,20,1,1,6,14,1,3,6,14
31,1,31,31,1,21,31,1,1,1,32,31,1,3,31
7,30,8,8,4,8,8,32,4,30,8,8,29,1,8
13,31,14,14,9,20,14,36,1,6,14,14,1,3,14
3,9,4,4,2,4,4,1,1,9,4,4,19,15,4
21,1,22,22,1,22,22,1,1,1,22,22,1,6,22
16,1,17,17,12,17,17,1,22,3,17,17,3,1,17
1,19,14,14,13,14,14,3,3,19,14,1,1,3,14
20,18,21,21,1,21,17,1,3,18,21,1,1,18,21
7,30,8,8,4,8,8,1,1,1,8,8,1,6,8
26,1,26,26,1,26,26,1,1,1,27,1,1,25,26
26,1,26,26,21,30,26,1,1,1,27,26,1,32,26
16,1,17,17,12,17,17,1,1,1,17,17,9,3,17
11,1,12,12,7,12,12,1,1,1,12,12,20,15,12
10,1,11,11,6,11,11,1,1,1,11,11,1,24,11
28,18,28,28,22,28,28,32,30,32,17,28,15,32,28
29,1,29,29,23,29,29,1,1,1,30,29,1,16,29
20,22,14,21,16,21,21,25,25,22,14,1,22,1,14
1,13,17,17,7,14,12,9,9,4,17,1,18,9,12
1,19,14,14,1,14,14,1,1,19,14,14,1,19,14
17,1,18,18,13,18,18,1,1,1,18,18,17,1,18
20,1,21,21,16,21,21,1,1,1,21,21,1,15,21
30,4,30,30,1,21,21,9,9,32,1,21,4,30,30
16,22,17,17,16,17,21,12,1,2,17,17,22,1,17
1,12,17,17,6,17,17,22,1,1,1,17,12,3,17
16,1,17,17,12,17,17,1,1,1,17,1,1,3,17
4,13,6,6,19,6,14,15,20,15,6,1,3,1,6
1,15,24,24,19,24,24,1,1,15,24,24,1,15,24
1,1,17,17,1,10,20,1,5,21,17,17,18,5,20
11,21,12,12,1,12,12,1,1,21,12,12,1,3,12
13,28,14,14,19,14,14,25,1,6,14,1,1,16,14
18,33,23,23,18,23,23,1,1,1,23,23,32,1,23
23,15,24,24,19,14,14,1,1,15,24,24,15,1,24
19,21,14,20,15,20,20,24,1,1,14,1,21,9,14
20,1,26,26,21,26,26,1,1,1,27,1,1,15,26
26,1,26,26,21,26,26,1,1,1,27,26,3,22,26
22,30,30,30,18,30,23,24,30,24,31,30,1,9,30
7,1,8,8,1,30,8,1,1,1,8,8,31,1,8
14,1,15,15,10,15,15,1,1,1,15,15,1,6,15
7,1,8,8,4,8,8,1,1,1,8,1,1,3,8
29,1,29,29,23,29,29,1,1,1,30,1,1,13,29
20,19,21,21,1,11,21,1,1,1,21,1,31,19,21
13,16,14,14,9,14,14,1,1,1,14,1,1,16,14
16,1,17,17,12,17,17,1,1,1,17,1,1,3,17
26,24,26,26,21,26,26,1,19,24,27,26,3,1,26
16,1,17,17,12,17,17,1,1,12,17,17,3,6,17
20,1,21,21,16,21,21,1,1,1,21,1,1,28,21
1,33,20,20,15,20,20,1,1,1,20,1,1,3,20
1,5,2,5,1,5,5,1,1,5,2,5,14,1,5
12,16,13,13,8,13,15,21,21,16,13,13,1,6,13
18,1,19,19,14,19,19,1,1,1,19,19,1,6,19
26,1,26,26,21,26,26,1,1,1,27,1,1,19,26
11,1,12,12,7,12,12,1,1,1,12,12,1,3,12
20,1,21,21,16,21,21,1,1,1,21,1,1,21,21
22,1,23,23,18,23,23,1,1,1,23,1,1,3,23
30,16,30,30,1,30,30,30,1,1,31,30,15,1,30
17,1,18,18,13,18,18,1,1,1,18,18,3,6,18
31,1,31,31,25,31,31,1,1,1,32,1,1,12,31
20,3,21,21,16,21,21,18,3,18,21,21,1,18,21
16,15,17,17,12,17,3,3,3,15,17,17,3,1,17
1,10,19,19,14,19,19,6,6,10,19,19,10,1,19
1,1,26,26,21,26,26,1,1,1,27,26,1,3,26
7,1,8,8,1,8,8,1,1,1,8,8,1,14,8
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
4,20,6,6,1,19,8,18,18,20,6,1,1,20,6
23,1,24,24,19,24,24,1,1,1,24,24,1,15,24
26,22,26,26,1,26,26,1,1,22,27,1,6,15,26
16,3,17,17,12,17,17,22,22,3,17,17,21,1,17
22,1,23,23,18,23,23,1,1,2,23,1,1,15,23
22,24,14,14,18,23,23,28,25,24,14,1,15,31,23
31,14,31,31,25,31,31,1,1,14,32,31,1,31,31
1,10,29,29,23,29,29,20,20,10,30,29,1,10,29
2,22,3,3,1,3,3,12,12,22,3,3,1,18,3
20,1,21,21,18,21,21,1,1,1,21,21,1,21,21
13,1,14,14,9,14,14,1,1,1,14,14,1,12,14
1,1,13,13,1,13,13,1,1,1,13,13,1,6,13
7,1,8,8,4,8,8,1,1,1,8,8,15,13,8
7,1,8,8,4,8,8,1,1,1,8,8,1,32,8
1,18,26,26,1,26,26,22,3,18,27,26,18,22,26
13,22,14,14,9,14,14,9,1,6,14,14,22,1,14
1,1,31,31,25,6,31,1,1,1,32,31,1,25,31
16,1,17,17,12,17,17,1,1,1,17,17,1,15,17
1,3,17,3,7,17,12,13,9,13,17,8,13,18,3
7,32,8,8,4,8,8,30,1,32,8,8,1,32,8
14,1,14,14,10,14,15,1,1,1,14,14,16,1,14
1,1,29,29,23,29,29,1,1,1,30,1,24,9,29
1,14,20,20,8,20,13,6,31,14,20,1,14,1,20
20,3,21,21,16,21,21,25,3,25,21,21,1,3,21
4,20,6,6,1,6,13,14,14,20,6,9,20,1,6
13,32,17,17,1,30,30,24,24,32,17,30,18,1,30
7,1,8,8,1,8,8,1,1,1,8,8,22,3,8
29,5,29,29,23,29,29,1,1,5,30,29,1,6,29
1,1,20,20,15,20,20,1,1,1,20,1,1,6,20
3,1,4,4,1,4,4,1,1,1,4,4,1,18,4
20,1,21,21,1,21,21,1,1,1,21,1,3,15,21
20,1,21,21,16,21,21,1,1,1,21,21,1,3,21
1,1,23,23,18,23,23,1,1,1,23,23,15,3,23
1,27,14,14,1,14,14,35,1,6,14,1,1,27,14
23,28,24,24,1,24,14,19,28,1,24,24,15,1,24
19,1,20,20,15,20,20,1,1,1,20,1,1,3,20
20,1,21,21,16,21,21,1,1,1,21,21,1,18,21
1,24,6,6,18,6,6,20,1,24,6,1,24,1,6
29,5,29,29,23,29,29,1,1,5,30,1,1,21,29
16,1,17,17,12,17,17,1,1,22,17,17,1,3,17
1,18,26,26,21,26,26,1,1,1,27,1,1,18,26
13,32,14,14,1,14,14,25,1,1,14,14,31,1,14
14,1,15,15,1,15,15,1,1,1,15,15,3,1,15
1,20,6,6,1,6,6,21,21,20,6,6,1,20,6
1,28,22,22,1,22,22,18,13,12,22,22,1,15,22
7,1,8,8,27,8,8,1,1,1,8,1,1,28,8
30,32,15,30,1,30,30,1,1,32,15,1,16,30,30
26,35,26,26,21,26,26,15,35,15,27,1,15,3,26
23,25,15,24,19,24,24,1,25,19,15,15,16,15,24
19,1,20,20,15,20,20,1,1,1,20,20,1,9,20
13,15,1,14,9,14,14,1,1,1,14,14,24,1,14
20,1,21,21,4,21,21,1,1,1,21,21,1,9,21
13,25,14,24,19,23,24,1,1,18,14,1,25,24,14
29,1,29,29,3,29,29,1,1,1,30,29,1,3,29
30,24,30,30,1,30,30,1,1,24,31,30,15,1,30
20,19,21,21,16,21,21,1,1,19,21,21,1,3,21
1,20,6,6,14,6,19,13,21,20,6,6,20,1,6
23,25,14,14,19,14,24,1,1,6,14,14,25,1,14
1,1,26,26,21,26,26,1,1,1,27,18,22,1,26
1,18,3,3,12,3,17,1,1,1,3,1,18,1,3
26,1,26,26,21,26,26,1,1,1,27,26,22,21,26
13,1,14,14,9,14,14,1,3,1,14,14,1,6,14
23,1,24,24,19,24,24,1,1,1,24,24,18,1,24
2,18,3,3,1,3,3,1,1,18,3,3,1,28,3
26,1,26,26,21,26,26,1,1,1,27,26,1,9,26
4,20,6,6,1,30,6,31,20,31,6,6,1,18,6
16,1,17,17,12,17,17,1,13,31,17,17,3,1,17
29,1,29,29,23,29,29,1,1,1,30,29,1,13,29
7,32,8,8,1,8,8,1,1,32,8,8,1,22,8
31,27,31,31,1,31,25,1,1,1,32,31,26,1,31
18,1,19,19,14,19,19,1,1,1,19,19,1,6,19
1,22,11,21,1,21,11,3,3,12,21,11,12,1,21
26,22,26,26,21,26,26,1,1,22,27,26,1,3,26
16,12,17,17,6,17,17,1,1,2,17,1,12,3,17
20,15,21,21,16,21,21,28,28,15,21,21,1,15,21
4,1,6,6,1,6,6,1,1,1,6,6,1,3,6
7,1,8,8,1,8,8,1,1,1,8,8,1,6,8
14,1,15,15,10,15,15,1,1,1,15,1,1,15,15
8,3,9,9,1,9,9,8,22,6,9,1,1,3,9
16,1,17,17,12,17,17,1,1,1,17,1,1,19,17
1,23,30,30,1,30,30,25,1,1,31,1,1,9,30
26,1,26,26,21,26,26,1,1,1,27,26,15,3,26
4,21,6,6,1,6,6,24,21,24,6,6,1,3,6
7,1,8,8,4,8,8,1,1,30,8,1,1,30,8
16,1,17,17,12,17,17,1,1,22,17,17,1,3,17
1,12,17,17,12,21,11,1,1,12,17,17,12,1,17
1,1,8,8,4,8,8,1,1,1,8,1,27,1,8
7,1,8,8,4,8,8,1,1,1,8,8,1,15,8
4,5,6,6,1,6,6,20,20,5,6,6,1,5,6
14,1,15,15,1,15,15,1,1,25,15,15,1,15,15
16,1,17,17,12,17,17,1,1,1,17,1,17,8,17
4,1,17,23,18,17,23,1,1,24,17,1,18,1,23
7,1,8,8,1,8,8,1,1,1,8,9,1,22,8
8,6,9,9,1,9,9,1,20,6,9,1,1,25,9
16,31,17,17,12,11,17,1,1,1,17,17,12,15,17
4,20,6,6,1,6,6,1,5,20,6,6,1,3,6
4,6,31,6,1,31,31,9,20,33,6,31,6,1,31
1,24,24,24,1,24,24,1,24,1,24,24,1,15,24
1,18,8,8,4,8,8,21,33,9,17,1,1,18,8
16,3,17,17,12,17,17,22,22,3,17,17,1,3,17
28,30,30,30,1,30,28,1,1,32,29,1,29,3,30
7,1,8,8,4,8,8,1,1,1,8,1,15,1,8
20,3,21,21,16,21,21,18,18,3,21,21,22,3,1
1,1,14,14,9,14,14,1,1,1,14,1,1,3,14
11,20,12,12,7,12,12,1,1,1,12,12,1,20,12
26,3,26,26,21,26,26,1,1,3,27,1,3,9,26
1,1,26,26,21,26,26,1,1,1,27,26,1,18,26
13,1,14,14,18,14,23,1,1,1,14,14,24,9,14
30,9,30,30,1,30,30,1,1,9,31,30,15,1,30
8,27,9,9,20,9,25,6,14,27,9,6,26,1,9
16,3,17,17,12,11,17,12,12,3,17,17,1,3,17
1,1,29,29,23,29,29,1,1,1,30,29,3,1,29
1,1,22,22,1,22,22,1,1,1,22,22,1,3,22
20,28,21,15,16,21,26,16,1,16,1,26,27,16,21
13,1,14,14,22,14,14,1,1,1,14,14,1,16,14
23,15,24,24,19,24,24,1,1,15,24,24,1,13,24
4,10,6,6,1,6,6,20,14,20,6,1,1,3,6
16,22,17,17,12,17,17,1,1,2,17,1,1,25,17
13,1,14,14,9,14,14,1,1,1,14,14,1,6,14
26,19,26,26,21,26,26,1,1,19,27,26,22,3,26
26,15,26,26,21,26,26,1,1,15,27,1,31,33,26
22,1,17,17,18,17,17,1,1,1,17,1,24,1,17
1,1,17,17,4,17,24,25,25,31,17,17,25,9,17
22,1,23,23,18,23,23,1,1,1,23,23,1,3,23
1,1,14,14,12,14,21,18,16,18,14,14,18,1,14
7,9,14,14,4,14,14,32,25,9,14,1,9,22,14
22,1,23,23,18,23,23,1,1,1,23,23,1,3,23
29,1,29,29,23,7,29,1,1,1,30,29,1,8,29
14,1,15,15,10,15,15,1,1,1,15,1,15,3,15
2,18,3,3,1,3,22,22,1,18,3,3,23,1,3
13,24,14,14,9,14,14,16,1,16,14,14,3,20,14
1,4,31,31,25,31,2,1,1,4,32,31,1,34,31
13,19,14,14,13,18,14,1,1,6,14,1,1,19,14
26,1,26,2,21,26,26,1,1,1,27,26,15,2,26
19,12,20,20,6,20,20,1,12,1,20,20,32,1,20
26,31,26,26,23,26,29,1,1,31,27,26,30,6,26
16,1,14,14,19,14,14,1,1,1,14,1,25,18,14
6,8,14,2,3,7,26,28,8,15,2,14,8,1,14
13,28,14,14,9,14,14,1,1,28,14,14,1,18,14
26,1,26,26,21,26,26,1,1,1,27,26,15,1,26
7,15,8,8,4,8,8,32,15,25,8,8,15,3,8
22,1,14,14,18,14,14,1,1,1,14,1,1,25,14
4,10,6,6,6,11,19,14,1,1,6,1,20,3,6
26,15,26,26,21,26,14,1,1,15,27,1,15,1,26
22,18,23,23,18,23,14,12,1,2,23,1,15,1,23
16,12,17,17,12,17,17,1,1,2,17,17,1,22,17
13,9,14,14,4,14,14,25,1,6,14,14,15,18,1
1,18,3,3,1,3,3,1,1,22,3,1,1,22,3
13,1,14,14,9,21,14,1,1,1,14,14,1,3,14
12,20,13,13,8,13,13,33,5,14,19,1,1,20,13
1,18,21,21,16,21,21,21,21,18,21,21,1,18,21
13,24,14,14,18,23,23,25,1,6,14,1,24,25,14
1,15,26,26,21,26,26,1,30,15,27,26,22,1,26
11,1,12,12,7,12,12,1,1,1,12,6,6,1,12
22,15,23,23,18,23,23,25,25,15,23,23,15,32,23
26,25,26,26,1,26,26,15,30,25,27,26,19,30,26
13,1,14,14,9,14,14,1,1,1,14,14,22,1,14
1,9,26,26,4,26,8,19,9,1,27,26,9,18,26
4,20,6,6,1,6,8,9,20,9,6,6,9,31,6
4,30,6,6,1,6,6,14,25,30,6,6,29,1,6
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
29,1,29,29,23,29,29,1,1,1,30,19,6,1,29
13,21,14,14,15,14,14,24,25,21,14,14,1,21,14
1,1,4,4,1,4,4,1,1,1,4,4,1,15,4
1,1,17,17,1,17,17,1,1,3,17,17,1,12,17
1,19,11,11,1,6,3,1,1,1,11,11,19,22,11
20,25,21,21,4,21,21,19,19,25,21,21,1,9,21
13,28,14,14,9,14,14,33,1,6,14,14,35,12,14
1,4,8,8,4,8,8,1,1,1,8,8,27,1,8
22,22,23,23,18,23,23,1,19,22,23,23,1,15,23
18,24,19,19,1,19,19,21,21,24,19,19,1,6,19
1,1,14,14,9,14,14,1,1,1,14,1,1,16,14
10,18,11,11,6,11,11,1,1,18,11,1,18,1,11
13,1,14,14,9,14,14,1,1,1,14,14,1,22,14
7,1,8,8,4,8,8,1,1,1,8,8,1,17,8
26,23,26,26,21,14,26,16,16,23,27,26,1,23,26
22,1,23,23,18,23,23,1,1,1,23,1,1,15,23
11,13,1,12,7,12,12,1,1,1,12,12,1,22,12
1,23,15,15,10,15,15,1,1,1,15,22,1,15,15
1,1,26,26,21,26,26,1,1,1,27,26,15,1,26
4,18,6,6,1,6,6,17,18,17,6,6,1,13,6
29,1,29,29,23,29,29,1,1,1,30,29,1,13,29
16,9,17,3,4,8,8,3,3,9,17,1,18,3,8
13,10,14,14,18,14,14,31,1,31,14,14,10,25,14
10,18,11,11,6,11,11,31,1,12,17,17,3,18,11
13,1,14,14,1,14,14,1,1,1,14,14,1,3,14
3,9,4,4,4,4,4,1,1,9,4,4,9,3,4
26,18,26,26,21,26,26,3,1,1,27,26,15,1,26
1,1,23,23,18,23,23,1,1,1,23,23,1,3,23
20,25,21,21,21,24,21,1,1,25,21,1,1,25,21
1,36,29,29,23,29,29,1,1,1,30,29,1,36,29
1,31,19,19,14,19,19,6,6,31,19,12,30,1,19
1,8,6,6,3,6,6,21,10,21,6,6,6,8,14
7,1,8,8,4,8,8,1,1,1,8,8,1,18,8
4,20,6,6,1,6,6,10,1,10,6,1,1,3,6
23,33,24,24,25,24,31,24,1,1,24,24,32,1,24
1,1,12,12,7,12,12,1,1,1,12,1,1,6,12
6,1,1,7,3,7,7,1,1,1,7,7,30,6,7
1,1,8,8,4,8,8,1,1,1,8,8,1,6,8
16,1,17,17,12,17,17,1,1,3,17,17,1,3,17
1,18,12,12,7,12,12,22,1,1,12,12,1,30,12
13,19,14,14,1,14,18,1,1,19,14,14,19,1,14
28,30,14,14,1,28,28,16,16,30,14,1,29,1,14
7,1,8,8,4,8,8,1,1,1,8,1,6,1,8
10,3,11,11,6,3,11,25,1,1,11,11,22,25,11
13,1,14,14,9,14,14,1,1,1,14,1,1,24,14
20,1,21,21,16,21,21,1,1,1,21,21,1,15,21
14,1,15,15,10,15,15,1,1,1,15,15,1,15,15
1,1,21,21,16,21,21,1,1,1,21,21,1,3,21
13,1,14,14,1,14,14,1,1,1,14,14,1,3,14
11,1,12,12,7,12,12,1,1,1,12,12,15,1,12
20,12,21,21,16,21,21,1,18,12,21,21,1,3,21
1,16,14,14,9,14,14,28,28,16,14,1,1,18,14
30,1,30,30,24,30,30,1,1,1,31,30,3,1,30
11,1,12,12,7,12,12,1,1,1,12,12,1,6,12
14,16,14,14,9,14,14,1,1,16,14,1,16,3,14
11,1,12,12,1,12,12,1,1,1,12,12,1,6,12
16,22,1,17,18,17,17,18,3,18,21,21,22,1,17
7,1,8,8,11,8,16,1,1,1,8,8,17,1,8
6,21,7,6,15,7,6,6,20,21,7,7,6,21,7
13,26,14,14,9,14,14,1,1,1,14,14,15,3,1
14,1,15,15,1,15,15,1,1,1,15,15,1,15,15
26,15,26,26,21,26,26,1,1,15,27,14,15,1,26
1,1,21,21,16,21,21,1,1,1,21,21,1,28,21
1,1,21,21,1,21,21,1,1,1,21,21,1,18,21
34,31,1,33,27,33,33,36,36,31,5,34,30,1,33
29,32,29,7,3,7,7,8,1,1,7,1,30,1,7
1,18,1,17,4,3,17,1,28,18,14,17,3,12,17
17,1,18,18,13,18,18,1,1,1,18,18,1,3,18
16,1,17,17,12,17,12,1,1,1,17,17,1,3,17
16,14,17,17,12,17,17,1,21,14,17,17,14,3,17
14,16,14,14,10,14,14,1,1,6,14,14,16,1,14
20,3,21,21,16,21,21,1,1,1,21,21,1,24,21
26,1,26,26,21,16,26,1,1,1,27,26,22,18,26
14,1,15,15,10,15,15,1,1,1,15,1,1,6,15
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
17,1,18,18,13,18,18,1,1,1,18,18,1,15,18
13,1,14,14,9,14,14,1,1,1,14,14,3,1,14
16,1,17,17,12,17,17,1,1,1,17,17,15,1,17
22,1,23,23,18,23,23,1,1,1,23,1,1,20,23
13,15,1,14,1,14,15,1,1,1,14,14,9,16,14
26,1,26,26,21,26,26,1,1,1,27,26,3,1,26
18,6,19,19,14,19,19,1,1,6,19,1,20,1,6
16,1,17,17,12,17,17,1,1,1,17,1,1,6,17
10,1,17,17,1,20,17,1,12,3,17,17,21,1,17
7,19,8,8,1,18,18,1,19,1,8,8,19,1,8
2,18,3,3,19,3,24,25,18,25,3,1,21,18,3
18,1,19,19,14,19,19,1,1,1,19,19,3,1,19
23,4,24,24,19,24,24,1,1,4,24,24,3,1,24
1,8,29,29,23,29,29,20,8,20,30,1,1,6,29
13,26,14,14,9,14,14,1,1,1,14,1,1,16,14
30,32,8,30,1,30,30,15,10,15,31,30,9,22,30
13,1,14,14,9,14,14,1,1,1,14,14,1,19,14
13,1,14,14,9,14,14,1,1,1,14,1,25,1,14
1,1,19,19,14,19,19,1,1,1,19,19,1,6,19
29,6,29,29,27,14,12,13,1,1,30,29,13,15,29
11,6,12,12,7,12,12,20,1,1,12,12,3,6,12
13,32,14,14,9,14,14,23,1,1,14,14,1,25,14
31,24,31,31,25,31,31,1,1,24,32,31,1,6,31
29,1,29,29,23,29,29,1,1,1,30,1,1,5,29
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
17,15,18,21,13,18,14,28,15,28,18,1,22,15,18
34,1,33,33,27,33,33,1,1,1,35,34,15,1,33
22,1,23,23,18,23,23,1,1,1,23,23,15,1,23
4,5,6,6,1,6,6,20,20,5,6,6,5,1,6
1,1,8,8,4,8,8,1,1,1,8,8,3,6,8
26,1,26,26,1,26,26,1,1,1,27,1,3,24,26
20,12,21,21,16,21,21,1,1,1,21,1,1,6,21
13,22,14,14,18,14,23,25,22,25,14,1,24,1,14
13,1,14,14,9,14,14,1,1,1,14,1,15,23,1
3,1,4,4,2,4,4,1,1,1,4,4,1,6,4
1,15,27,14,1,8,27,9,1,15,6,1,9,29,14
3,1,4,4,1,4,4,1,1,1,4,4,1,3,4
7,1,8,8,1,8,8,1,1,1,8,8,1,15,8
1,15,21,21,1,21,21,35,35,15,21,21,1,15,21
1,1,14,14,9,14,14,1,1,1,14,14,1,3,14
7,1,8,8,1,8,8,1,1,1,8,8,31,25,8
26,1,26,26,1,26,26,1,1,1,27,26,20,1,26
13,28,14,14,9,14,14,25,1,25,14,14,1,3,14
22,1,23,23,18,23,23,1,1,1,23,23,1,3,23
16,1,17,17,12,17,17,1,1,1,17,26,1,3,17
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
1,6,19,19,14,19,19,1,10,6,19,19,1,3,19
1,1,24,24,19,24,24,1,1,1,24,24,1,15,24
7,1,8,8,4,8,8,1,1,1,8,8,1,15,8
1,1,15,15,10,15,15,1,1,1,15,15,1,24,15
1,1,31,31,25,31,31,1,1,1,32,31,1,15,31
26,32,26,26,21,26,26,1,1,32,27,26,1,15,26
1,1,11,11,6,6,11,1,1,1,11,11,1,3,11
13,16,14,14,9,14,14,1,1,1,14,1,1,3,14
23,6,24,24,19,24,24,20,1,1,24,24,15,22,24
20,1,21,21,16,11,21,1,1,1,21,21,1,6,21
7,1,8,8,4,8,8,1,1,1,8,8,1,15,8
1,28,14,26,21,14,14,1,1,28,14,14,15,1,26
31,33,21,21,25,21,31,12,21,33,21,31,32,1,21
1,1,8,8,4,8,8,1,1,1,8,8,1,18,8
14,25,15,15,10,15,15,1,1,1,15,15,1,18,15
3,1,4,4,2,4,4,1,1,1,4,1,6,1,4
14,15,15,15,10,14,15,1,16,15,1,14,15,1,15
20,12,21,21,1,21,11,3,1,12,21,21,12,3,21
20,1,21,21,16,21,21,1,1,1,21,21,1,15,21
26,22,26,26,21,26,26,12,19,22,27,26,15,22,26
13,25,14,14,9,14,14,1,1,25,14,1,1,3,14
31,33,3,3,25,3,31,18,21,33,3,1,1,28,3
20,25,21,14,19,14,4,15,25,15,21,21,25,4,14
13,9,14,14,4,8,14,25,1,6,14,1,15,9,1
16,3,17,17,12,17,17,1,12,3,17,17,3,1,17
17,22,18,18,13,18,18,25,25,22,18,18,1,6,18
29,8,29,29,23,29,29,1,1,1,30,29,1,5,29
2,18,3,3,12,12,3,25,19,18,3,1,18,12,3
1,15,31,14,1,31,20,21,1,1,14,31,32,21,14
22,1,23,23,18,23,23,1,1,1,23,1,1,12,23
26,1,26,26,21,26,26,1,1,1,27,1,1,3,26
29,1,29,29,23,29,29,1,1,1,1,29,1,18,29
28,25,8,24,19,8,24,1,19,1,8,8,9,1,24
22,1,23,23,18,23,23,1,1,1,23,23,1,15,23
14,22,15,21,1,15,14,15,15,22,15,1,22,15,15
1,18,21,21,19,21,21,3,3,18,21,1,1,25,21
2,25,3,23,19,24,24,22,1,3,23,23,25,13,3
14,1,15,15,1,15,15,1,1,1,15,15,15,23,15
23,1,24,24,19,24,24,1,1,1,24,24,1,15,24
10,3,11,11,6,3,3,19,1,3,11,1,1,22,11
2,22,3,3,16,3,21,1,18,22,3,3,22,6,3
8,13,9,9,1,9,12,20,10,13,19,1,13,1,9
29,1,29,29,23,29,29,1,1,5,30,29,1,3,29
2,18,3,3,1,3,3,22,22,18,3,1,21,18,3
4,1,19,19,1,19,19,1,1,1,19,19,1,6,19
16,1,17,17,12,1,17,1,1,1,17,23,1,15,17
